disease	diseasecategory	women	men	nwomen	nmen	color	p_value	OR	p_adj	sex_bias	total_cases	diseasename
T05	Injury, poisoning	20	89	3096908	2960950	#C5AB89	1.77173011548533e-12	-1.53775879538785	3.49024180447299e-12	men	4.69134788222914	NA
T06	Injury, poisoning	32	64	3096908	2960950	#C5AB89	0.000482991147656355	-0.738045994934333	0.000759468597813289	men	4.56434819146784	NA
T07	Injury, poisoning	6460	9667	3096908	2960950	#C5AB89	3.67090401226604e-175	-0.449157661346217	1.44089848262014e-174	men	9.68825016498052	unspecified multiple injuries
T08	Injury, poisoning	23993	12243	3096908	2960950	#C5AB89	0	0.631542644635254	0	women	10.4978083787892	NA
T09	Injury, poisoning	814	1024	3096908	2960950	#C5AB89	4.50869659679647e-09	-0.274484730376011	8.21375977240468e-09	men	7.51643330291563	NA
T11	Injury, poisoning	1659	2282	3096908	2960950	#C5AB89	7.70014697882216e-30	-0.363960705110068	1.83636838555547e-29	men	8.279189777195	NA
T15	Injury, poisoning	10729	32077	3096908	2960950	#C5AB89	0	-1.14752981288961	0	men	10.6644335586605	foreign body on external eye
T19	Injury, poisoning	1176	30	3096908	2960950	#C5AB89	7.16773650680055e-293	3.62416479600026	3.34777960287954e-292	women	7.09506437728713	foreign body in genitourinary tract
T23	Injury, poisoning	3692	2319	3096908	2960950	#C5AB89	4.73229874001968e-58	0.42054304583366	1.33968313251636e-57	women	8.70134640303916	burn and corrosion of wrist and hand
T28	Injury, poisoning	498	343	3096908	2960950	#C5AB89	2.6078555725395e-06	0.328017174958997	4.47629735133825e-06	women	6.73459165997295	burn and corrosion of other internal organs
T30	Injury, poisoning	145557	81495	3096908	2960950	#C5AB89	0	0.555357405198458	0	women	12.3329343451198	burn and corrosion, body region unspecified
T38	Injury, poisoning	52447	682	3096908	2960950	#C5AB89	0	4.31448646927086	0	women	10.8804781975099	hormones and their synthetic substitutes and antag, nec
T40	Injury, poisoning	1505	6220	3096908	2960950	#C5AB89	0	-1.46540975626896	0	men	8.95221710176595	narcotics and psychodysleptics
T42	Injury, poisoning	427	266	3096908	2960950	#C5AB89	3.21915558651278e-08	0.42843712696728	5.77101468470514e-08	women	6.5410299991899	antiepileptic, sedative- hypnotic and antiparkinsonism drugs poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs
T43	Injury, poisoning	130	93	3096908	2960950	#C5AB89	0.032225898946211	0.290048678152205	0.0446903655870803	women	5.40717177146012	psychotropic drugs, not elsewhere classified
T44	Injury, poisoning	74	31	3096908	2960950	#C5AB89	7.81791439425771e-05	0.82513805388489	0.000126468625452843	women	4.65396035015752	drugs primarily affecting the autonomic nervous system
T46	Injury, poisoning	219	96	3096908	2960950	#C5AB89	3.91476942169761e-11	0.779815515631974	7.46890553909338e-11	women	5.75257263882563	agents primarily affecting the cardiovascular system
T47	Injury, poisoning	163	110	3096908	2960950	#C5AB89	0.00526150742981408	0.348387607490731	0.00771818517663314	women	5.60947179518496	agents primarily affecting the gastrointestinal system
T49	Injury, poisoning	189	137	3096908	2960950	#C5AB89	0.0146714961528106	0.276884208778719	0.0208796880149402	women	5.78689738136671	topical skin/eye/ent/dental drugs
T50	Injury, poisoning	534	286	3096908	2960950	#C5AB89	6.29187377536952e-16	0.579580675373449	1.32753476172006e-15	women	6.7093043402583	diuretics and oth and unsp drug/meds/biol subst
T51	Injury, poisoning	667	1650	3096908	2960950	#C5AB89	1.97567998668597e-105	-0.950996809261783	6.47858395634109e-105	men	7.74802852443238	toxic effect of alcohol
T69	Injury, poisoning	4285	2224	3096908	2960950	#C5AB89	4.37407106364814e-127	0.611547199812187	1.51982071836251e-126	women	8.78094111357239	other effects of reduced temperature
T70	Injury, poisoning	413	560	3096908	2960950	#C5AB89	6.65167595516721e-08	-0.349433578611287	1.1843594969947e-07	men	6.880384082186	effects of air pressure and water pressure
T71	Injury, poisoning	508	313	3096908	2960950	#C5AB89	6.93256572901301e-10	0.439437869248448	1.28981778457051e-09	women	6.71052310945243	asphyxiation
T73	Injury, poisoning	186	105	3096908	2960950	#C5AB89	1.29734870975096e-05	0.526911753865327	2.16545797364582e-05	women	5.67332326717149	effects of other deprivation
T74	Injury, poisoning	11470	1194	3096908	2960950	#C5AB89	0	2.22078924628617	0	women	9.44651860156085	adult and child abuse, neglect and oth maltreat, confirmed
T75	Injury, poisoning	1171	851	3096908	2960950	#C5AB89	1.02751269325896e-09	0.274395371290356	1.89379974143982e-09	women	7.61184239958042	other and unspecified effects of other external causes
T78	Injury, poisoning	149193	96815	3096908	2960950	#C5AB89	0	0.403669380824833	0	women	12.4131193347109	adverse effects, not elsewhere classified
T79	Injury, poisoning	460	606	3096908	2960950	#C5AB89	2.12211997934285e-07	-0.320598854924073	3.73679219606027e-07	men	6.97166860472579	certain early complications of trauma, nec
T80	Injury, poisoning	93	37	3096908	2960950	#C5AB89	2.55585605965972e-06	0.876738268794848	4.39183126408777e-06	women	4.86753445045558	comp following infusion, transfusion and theraputc injection complications following infusion, transfusion and therapeutic injection
T82	Injury, poisoning	201	124	3096908	2960950	#C5AB89	0.000122096210931127	0.438147660814885	0.000196301773243712	women	5.78382518232974	complications of cardiac and vascular prosth dev/grft
T83	Injury, poisoning	292	161	3096908	2960950	#C5AB89	1.09938859158656e-08	0.550490148952642	1.98672519306228e-08	women	6.11589212548303	complications of genitourinary prosth dev/grft
T84	Injury, poisoning	297	185	3096908	2960950	#C5AB89	3.91530009843415e-06	0.428511112514405	6.68403726131817e-06	women	6.1779441140506	complications of internal orthopedic prosth dev/grft
T85	Injury, poisoning	527	122	3096908	2960950	#C5AB89	3.98662571420481e-57	1.41836634645724	1.12052658467114e-56	women	6.47543271670409	complications of internal prosth dev/grft
T87	Injury, poisoning	58	89	3096908	2960950	#C5AB89	0.00494112734935665	-0.473091470630404	0.00728897324075667	men	4.99043258677874	complications peculiar to reattachment and amputation
T88	Injury, poisoning	32510	17258	3096908	2960950	#C5AB89	0	0.593079898696963	0	women	10.8151274861949	oth complications of surgical and medical care, nec
T90	Injury, poisoning	38	111	3096908	2960950	#C5AB89	2.1150091214907e-10	-1.11689418653815	3.97732898115456e-10	men	5.00394630594546	NA
T92	Injury, poisoning	226	289	3096908	2960950	#C5AB89	0.00109031986070586	-0.290806215011823	0.00167757914051909	men	6.24416690066374	NA
T93	Injury, poisoning	246	346	3096908	2960950	#C5AB89	3.21778958846494e-06	-0.386032584311303	5.51120871843724e-06	men	6.383506634884	NA
T98	Injury, poisoning	104	55	3096908	2960950	#C5AB89	0.000331353613600436	0.59217353968177	0.000526287172358311	women	5.06890420222023	NA
