disease	diseasecategory	women	men	nwomen	nmen	color	p_value	OR	p_adj	sex_bias	total_cases	diseasename
E05	Endocrine, nutritional and metabolic	37429	12040	3096908	2960950	#FBAF5F	0	1.09747751638084	0	women	10.8091014897462	thyrotoxicosis [hyperthyroidism]
E06	Endocrine, nutritional and metabolic	21041	3679	3096908	2960950	#FBAF5F	0	1.70448849781458	0	women	10.1153679115716	thyroiditis
E07	Endocrine, nutritional and metabolic	2912	722	3096908	2960950	#FBAF5F	1.86804678662166e-288	1.35031574030739	8.57231965639209e-288	women	8.19808924895612	other disorders of thyroid
E10	Endocrine, nutritional and metabolic	5836	8055	3096908	2960950	#FBAF5F	8.14389097831337e-103	-0.367973448357999	2.63213232030087e-102	men	9.53899642739739	type 1 diabetes mellitus
E11	Endocrine, nutritional and metabolic	135477	174795	3096908	2960950	#FBAF5F	0	-0.315816132191031	0	men	12.6452046111088	type 2 diabetes mellitus
E14	Endocrine, nutritional and metabolic	1931	2559	3096908	2960950	#FBAF5F	1.43517490404845e-27	-0.326708529973733	3.38675457117281e-27	men	8.4096079807363	NA
E20	Endocrine, nutritional and metabolic	1586	445	3096908	2960950	#FBAF5F	7.1878593148337e-139	1.22628932511704	2.5830343747827e-138	women	7.61628356158038	hypoparathyroidism
E21	Endocrine, nutritional and metabolic	13393	5940	3096908	2960950	#FBAF5F	0	0.770402212133011	0	women	9.8695687593325	hyperparathyroidism and other disorders of parathyroid gland hyperparathyroidism and other disorders of parathyroid gland
E22	Endocrine, nutritional and metabolic	14387	1720	3096908	2960950	#FBAF5F	0	2.0831756663698	0	women	9.68700923909068	hyperfunction of pituitary gland
E24	Endocrine, nutritional and metabolic	703	235	3096908	2960950	#FBAF5F	1.97358568877735e-50	1.05093803316749	5.32834283728224e-50	women	6.84374994900622	cushing's syndrome
E25	Endocrine, nutritional and metabolic	254	135	3096908	2960950	#FBAF5F	1.97799630378418e-08	0.587196724186799	3.56220386974406e-08	women	5.96357934361845	adrenogenital disorders
E27	Endocrine, nutritional and metabolic	2887	2024	3096908	2960950	#FBAF5F	4.61386098759311e-27	0.310493829415362	1.08715826264544e-26	women	8.49923286603924	other disorders of adrenal gland
E28	Endocrine, nutritional and metabolic	35457	28	3096908	2960950	#FBAF5F	0	7.10969398026656	0	women	10.4768653509591	ovarian dysfunction
E29	Endocrine, nutritional and metabolic	8	2593	3096908	2960950	#FBAF5F	0	-5.82369306139368	0	men	7.86365126544865	testicular dysfunction
E30	Endocrine, nutritional and metabolic	7851	2566	3096908	2960950	#FBAF5F	0	1.07515784405599	0	women	9.25119436598445	disorders of puberty, not elsewhere classified
E31	Endocrine, nutritional and metabolic	32	10	3096908	2960950	#FBAF5F	0.00105540504880346	1.11817334278122	0.00162703971284685	women	3.73766961828337	polyglandular dysfunction
E32	Endocrine, nutritional and metabolic	103	60	3096908	2960950	#FBAF5F	0.00217488751833383	0.495498354985506	0.0032852907426655	women	5.09375020080676	diseases of thymus
E34	Endocrine, nutritional and metabolic	924	658	3096908	2960950	#FBAF5F	6.84604421189679e-09	0.294686372361192	1.24430410964498e-08	women	7.3664451483276	other endocrine disorders
E35	Endocrine, nutritional and metabolic	70	29	3096908	2960950	#FBAF5F	0.000110624186245525	0.836257288824982	0.000178039334509669	women	4.59511985013459	disorders of endocrine glands in diseases classd elswhr
E50	Endocrine, nutritional and metabolic	246	102	3096908	2960950	#FBAF5F	1.50166047735058e-13	0.835448868631121	3.0263938429575e-13	women	5.85220247977447	vitamin a deficiency
E51	Endocrine, nutritional and metabolic	179	588	3096908	2960950	#FBAF5F	7.02944338744423e-56	-1.23445810428157	1.95829095430747e-55	men	6.64248680136726	thiamine deficiency
E53	Endocrine, nutritional and metabolic	54573	34566	3096908	2960950	#FBAF5F	0	0.417806010891502	0	women	11.3979522281293	deficiency of other b group vitamins
E55	Endocrine, nutritional and metabolic	84903	23722	3096908	2960950	#FBAF5F	0	1.24986730344127	0	women	11.5956568625677	vitamin d deficiency
E56	Endocrine, nutritional and metabolic	490	216	3096908	2960950	#FBAF5F	8.75318867655836e-23	0.774266772318307	1.98237683120904e-22	women	6.55961523749324	other vitamin deficiencies
E58	Endocrine, nutritional and metabolic	361	42	3096908	2960950	#FBAF5F	1.55899829022556e-61	2.10641120322295	4.49425514434986e-61	women	5.99893656194668	dietary calcium deficiency
E61	Endocrine, nutritional and metabolic	106578	21118	3096908	2960950	#FBAF5F	0	1.60167304513137	0	women	11.7574077181158	deficiency of other nutrient elements
E63	Endocrine, nutritional and metabolic	689	413	3096908	2960950	#FBAF5F	3.05282271615258e-14	0.466977769602068	6.22427843940953e-14	women	7.00488198971286	other nutritional deficiencies
E64	Endocrine, nutritional and metabolic	84	45	3096908	2960950	#FBAF5F	0.00146984671494104	0.579267036962178	0.00224833695754829	women	4.85981240436167	sequelae of malnutrition and other nutritional deficiencies
E67	Endocrine, nutritional and metabolic	98	36	3096908	2960950	#FBAF5F	2.34861327350982e-07	0.956496726385003	4.13041038268654e-07	women	4.89783979995091	other hyperalimentation
E73	Endocrine, nutritional and metabolic	11665	4737	3096908	2960950	#FBAF5F	0	0.858401134968952	0	women	9.70515855759636	lactose intolerance
E79	Endocrine, nutritional and metabolic	50491	90879	3096908	2960950	#FBAF5F	0	-0.647354698026685	0	men	11.8591358458611	disorders of purine and pyrimidine metabolism
E80	Endocrine, nutritional and metabolic	5308	11326	3096908	2960950	#FBAF5F	0	-0.804901132061498	0	men	9.71920407242863	disorders of porphyrin and bilirubin metabolism
E84	Endocrine, nutritional and metabolic	299	207	3096908	2960950	#FBAF5F	0.00036512678566957	0.322854071440886	0.000578178632438535	women	6.22653666928747	cystic fibrosis
E86	Endocrine, nutritional and metabolic	4390	2896	3096908	2960950	#FBAF5F	2.77423649919797e-55	0.371540716749892	7.68776100305917e-55	women	8.89370997756851	volume depletion
E89	Endocrine, nutritional and metabolic	10940	2598	3096908	2960950	#FBAF5F	0	1.39539759312593	0	women	9.51325582506855	postproc endocrine and metabolic comp and disorders, nec
F00	Mental and behavioural	16267	7071	3096908	2960950	#FACF63	0	0.791061633187823	0	women	10.0578382123661	NA
F03	Mental and behavioural	45447	23239	3096908	2960950	#FACF63	0	0.632719634507552	0	women	11.1373006728729	unspecified dementia
F04	Mental and behavioural	981	584	3096908	2960950	#FACF63	3.76764908723338e-20	0.473892075635136	8.30571381415314e-20	women	7.35564110297425	amnestic disorder due to known physiological condition
F05	Mental and behavioural	9479	6317	3096908	2960950	#FACF63	1.02293587483548e-111	0.36186623695014	3.41123107413358e-111	women	9.66751202240654	delirium due to known physiological condition
F06	Mental and behavioural	49771	29974	3096908	2960950	#FACF63	0	0.468229825888178	0	women	11.2865893227569	other mental disorders due to known physiological condition
F10	Mental and behavioural	19863	78417	3096908	2960950	#FACF63	0	-1.43836901747698	0	men	11.4955758266351	alcohol related disorders
F11	Mental and behavioural	1274	5589	3096908	2960950	#FACF63	0	-1.52494402136884	0	men	8.83389994290864	opioid related disorders
F12	Mental and behavioural	4207	16597	3096908	2960950	#FACF63	0	-1.4215369482747	0	men	9.94290055489296	cannabis related disorders
F14	Mental and behavioural	3192	14445	3096908	2960950	#FACF63	0	-1.55839049379233	0	men	9.77775424707036	cocaine related disorders
F15	Mental and behavioural	221	752	3096908	2960950	#FACF63	9.61221301708037e-74	-1.26974836624396	2.87089625975038e-73	men	6.880384082186	other stimulant related disorders
F16	Mental and behavioural	32	141	3096908	2960950	#FACF63	8.57240891413625e-19	-1.52789066766853	1.86367011475835e-18	men	5.15329159449778	hallucinogen related disorders
F17	Mental and behavioural	203043	313730	3096908	2960950	#FACF63	0	-0.524185856905662	0	men	13.1553589855037	nicotine dependence
F18	Mental and behavioural	19	44	3096908	2960950	#FACF63	0.000933690789475566	-0.884681030529892	0.00144648553408911	men	4.14313472639153	inhalant related disorders
F19	Mental and behavioural	3633	10014	3096908	2960950	#FACF63	0	-1.06104506115753	0	men	9.52127499623811	other psychoactive substance related disorders
F20	Mental and behavioural	5674	9137	3096908	2960950	#FACF63	1.16670255929639e-215	-0.52258090720997	4.83260481140136e-215	men	9.60312542692697	schizophrenia
F21	Mental and behavioural	85	151	3096908	2960950	#FACF63	3.3176952348027e-06	-0.619538685216953	5.6761438038907e-06	men	5.46383180502561	schizotypal disorder
F28	Mental and behavioural	844	1111	3096908	2960950	#FACF63	2.09263822968897e-12	-0.31985524846654	4.10699822135965e-12	men	7.57814547241947	oth psych disorder not due to a sub or known physiol cond
F32	Mental and behavioural	249190	117774	3096908	2960950	#FACF63	0	0.747857265737189	0	women	12.8130190295823	depressive episode
F33	Mental and behavioural	10920	5044	3096908	2960950	#FACF63	0	0.729325279857406	0	women	9.67809146616862	major depressive disorder, recurrent
F34	Mental and behavioural	28664	9839	3096908	2960950	#FACF63	0	1.03044195914981	0	women	10.558491439318	persistent mood [affective] disorders
F38	Mental and behavioural	193	118	3096908	2960950	#FACF63	0.000110367720329903	0.447129254648222	0.000177808384646129	women	5.73979291217923	NA
F39	Mental and behavioural	4456	2527	3096908	2960950	#FACF63	2.25948746280086e-101	0.5229055585319	7.27286966553897e-101	women	8.85123390284603	unspecified mood [affective] disorder
F40	Mental and behavioural	17213	10987	3096908	2960950	#FACF63	8.82007230327396e-247	0.405909716382186	3.835025913081e-246	women	10.2470772569262	phobic anxiety disorders
F41	Mental and behavioural	604103	328318	3096908	2960950	#FACF63	0	0.664347549906091	0	women	13.7455397084126	other anxiety disorders
F43	Mental and behavioural	107505	55906	3096908	2960950	#FACF63	0	0.62523430568683	0	women	12.0040237786036	reaction to severe stress, and adjustment disorders
F44	Mental and behavioural	1923	623	3096908	2960950	#FACF63	7.35024022977242e-141	1.08252219381504	2.65350415634445e-140	women	7.84227877911735	dissociative and conversion disorders
F45	Mental and behavioural	18890	12724	3096908	2960950	#FACF63	1.61704916533237e-209	0.352056614885112	6.62821715164883e-209	women	10.3613553394373	somatoform disorders
F48	Mental and behavioural	2041	670	3096908	2960950	#FACF63	7.32561885020813e-147	1.06936757505802	2.67529560794144e-146	women	7.90507284949867	other nonpsychotic mental disorders
F50	Mental and behavioural	17959	3166	3096908	2960950	#FACF63	0	1.69545062159082	0	women	9.95821245222537	eating disorders
F51	Mental and behavioural	240455	144012	3096908	2960950	#FACF63	0	0.498698606495744	0	women	12.8596132384969	sleep disorders not due to a substance or known physiol cond sleep disorders not due to a substance or known physiological condition
F52	Mental and behavioural	5212	97595	3096908	2960950	#FACF63	0	-3.00673545924353	0	men	11.5406087230702	sexual dysfnct not due to a substance or known physiol cond
F53	Mental and behavioural	2322	85	3096908	2960950	#FACF63	0	3.26339478272621	0	women	7.78613643778307	mental and behavrl disorders assoc with the puerperium, nec
F54	Mental and behavioural	595	161	3096908	2960950	#FACF63	3.6578392328841e-55	1.2623316579991	1.01185218849905e-54	women	6.62804137617953	psych & behavrl factors assoc w disord or dis classd elswhr
F55	Mental and behavioural	50	87	3096908	2960950	#FACF63	0.000606641697944638	-0.598784821942679	0.000948216516946237	men	4.91998092582813	abuse of non-psychoactive substances
F63	Mental and behavioural	1421	7294	3096908	2960950	#FACF63	0	-1.68254971236215	0	men	9.07280095795412	impulse disorders
F65	Mental and behavioural	18	63	3096908	2960950	#FACF63	1.45695898407729e-07	-1.29778367186994	2.57668925948052e-07	men	4.39444915467244	paraphilias
F66	Mental and behavioural	156	296	3096908	2960950	#FACF63	1.49605059775821e-12	-0.685440053504248	2.96199200109613e-12	men	6.11368217983223	other sexual disorders
F70	Mental and behavioural	437	596	3096908	2960950	#FACF63	1.62723188334056e-08	-0.355256152688946	2.93386367053613e-08	men	6.94022246911964	mild intellectual disabilities
F71	Mental and behavioural	194	306	3096908	2960950	#FACF63	3.30762753158224e-08	-0.5006542271224	5.92287341832815e-08	men	6.21460809842219	moderate intellectual disabilities
F72	Mental and behavioural	81	112	3096908	2960950	#FACF63	0.0116444410724016	-0.36894961928288	0.0167229473065329	men	5.26269018890489	severe intellectual disabilities
F79	Mental and behavioural	2926	3897	3096908	2960950	#FACF63	2.84097488413335e-42	-0.331831414516393	7.27104791483885e-42	men	8.82805453681542	unspecified intellectual disabilities
F80	Mental and behavioural	2269	4327	3096908	2960950	#FACF63	6.12621498813089e-165	-0.691151753725557	2.34452397859955e-164	men	8.79421868367949	specific developmental disorders of speech and language
F81	Mental and behavioural	2889	4719	3096908	2960950	#FACF63	1.9335457997228e-117	-0.536234585357691	6.60173771966092e-117	men	8.93695560422523	specific developmental disorders of scholastic skills
F82	Mental and behavioural	196	327	3096908	2960950	#FACF63	4.17009623294172e-10	-0.556779070953132	7.78615832817351e-10	men	6.25958146406492	specific developmental disorder of motor function
F83	Mental and behavioural	21	108	3096908	2960950	#FACF63	2.41767397103893e-16	-1.68249085389929	5.149416549953e-16	men	4.85981240436167	NA
F84	Mental and behavioural	977	4055	3096908	2960950	#FACF63	0	-1.46909160834437	0	men	8.52357279838028	pervasive developmental disorders
F88	Mental and behavioural	219	326	3096908	2960950	#FACF63	3.14551531769365e-07	-0.442752129705801	5.50727598448254e-07	men	6.30078579466324	other disorders of psychological development
F89	Mental and behavioural	64	115	3096908	2960950	#FACF63	4.76426218003426e-05	-0.630953831943579	7.75485901900096e-05	men	5.18738580584075	unspecified disorder of psychological development
F90	Mental and behavioural	9985	25214	3096908	2960950	#FACF63	0	-0.97653985714881	0	men	10.4687729520917	attention-deficit hyperactivity disorders
F91	Mental and behavioural	15464	21200	3096908	2960950	#FACF63	1.69495181676694e-259	-0.362554360348011	7.51508213969342e-259	men	10.509550626189	conduct disorders
F94	Mental and behavioural	652	967	3096908	2960950	#FACF63	2.41998634612951e-18	-0.439157143366895	5.23942023219786e-18	men	7.38956395367764	disord social w onset specific to childhood and adolescence
F95	Mental and behavioural	4054	6010	3096908	2960950	#FACF63	1.50852406410084e-105	-0.439329682772208	4.95702897055265e-105	men	9.21671997894022	tic disorder
F98	Mental and behavioural	9176	15799	3096908	2960950	#FACF63	0	-0.590624230648697	0	men	10.1256306035168	oth behav/emotn disord w onset usly occur in chldhd and adol other behavioral and emotional disorders with onset usually occurring in childhood and adolescence
G03	Nervous system	950	1224	3096908	2960950	#FFEF6C	4.48572869852602e-12	-0.298413855566102	8.75997142863519e-12	men	7.68432406768116	meningitis due to other and unspecified causes
G06	Nervous system	213	305	3096908	2960950	#FFEF6C	5.62127085107619e-06	-0.403941468845602	9.48325864908245e-06	men	6.24997524225948	intracranial and intraspinal abscess and granuloma
G23	Nervous system	128	86	3096908	2960950	#FFEF6C	0.0113504868325519	0.352797484260793	0.0163305907444577	women	5.36597601502185	other degenerative diseases of basal ganglia
G24	Nervous system	2611	1631	3096908	2960950	#FFEF6C	1.74740953908633e-42	0.425933811268318	4.47951565883043e-42	women	8.35279013512463	dystonia
G25	Nervous system	28308	16301	3096908	2960950	#FFEF6C	0	0.510680832262707	0	women	10.7056909113725	other extrapyramidal and movement disorders
G30	Nervous system	29787	13241	3096908	2960950	#FFEF6C	0	0.771038440609412	0	women	10.6696063455519	alzheimer's disease
G35	Nervous system	3090	1478	3096908	2960950	#FFEF6C	3.31825373062984e-113	0.693081441644373	1.11126199404497e-112	women	8.42683075133585	multiple sclerosis
G36	Nervous system	149	81	3096908	2960950	#FFEF6C	3.90253141980582e-05	0.564618701315452	6.37197557549207e-05	women	5.4380793089232	other acute disseminated demyelination
G37	Nervous system	539	324	3096908	2960950	#FFEF6C	2.59023352231986e-11	0.464137782671972	4.96592882354625e-11	women	6.76041469108343	other demyelinating diseases of central nervous system
G43	Nervous system	129234	42377	3096908	2960950	#FFEF6C	0	1.09837951344109	0	women	12.0529855665456	migraine
G44	Nervous system	96757	41871	3096908	2960950	#FFEF6C	0	0.810218245020779	0	women	11.8395493655366	other headache syndromes
G47	Nervous system	44554	68342	3096908	2960950	#FFEF6C	0	-0.481569009139167	0	men	11.6342223199264	sleep disorders
G50	Nervous system	11241	5150	3096908	2960950	#FFEF6C	0	0.737568040063234	0	women	9.70448768268936	disorders of trigeminal nerve
G53	Nervous system	12139	7830	3096908	2960950	#FFEF6C	1.94325081885238e-166	0.394842020282032	7.49675683547464e-166	women	9.90193635004339	cranial nerve disorders in diseases classified elsewhere
G56	Nervous system	133089	49370	3096908	2960950	#FFEF6C	0	0.973934102666989	0	women	12.1142807692312	mononeuropathies of upper limb
G57	Nervous system	15634	8516	3096908	2960950	#FFEF6C	0	0.564782724264473	0	women	10.0920396590807	mononeuropathies of lower limb
G59	Nervous system	101	148	3096908	2960950	#FFEF6C	0.000946972923271323	-0.4269964199118	0.00146561984388305	men	5.51745289646471	mononeuropathy in diseases classified elsewhere
G61	Nervous system	615	834	3096908	2960950	#FFEF6C	3.81251909430204e-11	-0.349582839717796	7.28265176508667e-11	men	7.27862894232068	inflammatory polyneuropathy
G63	Nervous system	7657	10787	3096908	2960950	#FFEF6C	4.67468430410262e-151	-0.388783433089576	1.71514058150525e-150	men	9.8224943933266	polyneuropathy in diseases classified elsewhere
G80	Nervous system	819	1036	3096908	2960950	#FFEF6C	1.95429376490412e-09	-0.280013939233608	3.57681207669662e-09	men	7.52563997504154	cerebral palsy
G82	Nervous system	1298	1972	3096908	2960950	#FFEF6C	2.95400635873706e-39	-0.463357496520639	7.45129168053225e-39	men	8.0925452638913	paraplegia (paraparesis) and quadriplegia (quadriparesis)
G92	Nervous system	31	53	3096908	2960950	#FFEF6C	0.0116222655801106	-0.581199026359051	0.0167063434000859	men	4.43081679884331	toxic encephalopathy
G93	Nervous system	5073	3160	3096908	2960950	#FFEF6C	8.75392132435988e-82	0.429033296359341	2.69641333944079e-81	women	9.01590574729843	other disorders of brain
G98	Nervous system	166	122	3096908	2960950	#FFEF6C	0.0290757453189292	0.263082721563234	0.0405001974619421	women	5.66296048013595	other disorders of nervous system not elsewhere classified
G99	Nervous system	592	835	3096908	2960950	#FFEF6C	3.39066110331972e-13	-0.388903824471818	6.77271646779853e-13	men	7.26332961747684	oth disorders of nervous system in diseases classd elswhr
H01	Eye and adnexa	48124	30984	3096908	2960950	#CED75C	0	0.400553391770968	0	women	11.2785692864419	other inflammation of eyelid
H02	Eye and adnexa	20931	15392	3096908	2960950	#CED75C	4.12222919147604e-137	0.264056637914913	1.47463380622347e-136	women	10.5002064284231	other disorders of eyelid
H04	Eye and adnexa	82921	35574	3096908	2960950	#CED75C	0	0.816497502366089	0	women	11.6826260445743	disorders of lacrimal system
H05	Eye and adnexa	1680	922	3096908	2960950	#CED75C	1.6511654800947e-43	0.555335817090698	4.26754427860271e-43	women	7.86403565907245	disorders of orbit
H06	Eye and adnexa	157	64	3096908	2960950	#CED75C	2.03941553479237e-09	0.852434456775579	3.72826951424297e-09	women	5.39816270151775	NA
H13	Eye and adnexa	736	426	3096908	2960950	#CED75C	5.52927973933382e-17	0.501985475244423	1.18248455294992e-16	women	7.05789793741186	NA
H15	Eye and adnexa	6191	4444	3096908	2960950	#CED75C	9.49775851350336e-49	0.287144019138279	2.53811067916032e-48	women	9.27190572763434	disorders of sclera
H16	Eye and adnexa	25306	34433	3096908	2960950	#CED75C	0	-0.356354318689163	0	men	10.9977403524268	keratitis
H25	Eye and adnexa	184595	129930	3096908	2960950	#CED75C	0	0.322853474859457	0	women	12.6588188432193	age-related cataract
H35	Eye and adnexa	30215	21185	3096908	2960950	#CED75C	1.89227326521505e-268	0.312771653022944	8.55873022830027e-268	women	10.8473934514433	other retinal disorders
H36	Eye and adnexa	20060	26314	3096908	2960950	#CED75C	5.24911621063824e-254	-0.318690662923422	2.29503025431794e-253	men	10.7444942363349	retinal disorders in diseases classified elsewhere
H43	Eye and adnexa	14181	7708	3096908	2960950	#CED75C	0	0.566727933918236	0	women	9.99373950651315	disorders of vitreous body
H45	Eye and adnexa	166	118	3096908	2960950	#CED75C	0.0148269311233461	0.296419966813167	0.02108183341296	women	5.64897423816121	NA
H49	Eye and adnexa	1102	1398	3096908	2960950	#CED75C	1.99939935215558e-12	-0.282922361913336	3.92890709150173e-12	men	7.82404601085629	paralytic strabismus
H52	Eye and adnexa	127700	92132	3096908	2960950	#CED75C	0	0.292062838743402	0	women	12.3006188972521	disorders of refraction and accommodation
H53	Eye and adnexa	107656	77645	3096908	2960950	#CED75C	0	0.290704502478794	0	women	12.129736808913	visual disturbances
H54	Eye and adnexa	193123	139682	3096908	2960950	#CED75C	0	0.295126410368149	0	women	12.7153120118548	blindness and low vision
H59	Eye and adnexa	432	292	3096908	2960950	#CED75C	4.57838237738347e-06	0.346814976649282	7.78226119006649e-06	women	6.58479139238572	intraop and postproc comp and disord of eye and adnexa, nec
H65	Ear and mastoid process	185232	135066	3096908	2960950	#D2EFDB	0	0.285934318857069	0	women	12.6770070914316	nonsuppurative otitis media
H68	Ear and mastoid process	16674	9999	3096908	2960950	#D2EFDB	4.22821526941318e-308	0.468482417449498	1.99856181202893e-307	women	10.1914070967892	eustachian salpingitis and obstruction
H69	Ear and mastoid process	615	351	3096908	2960950	#D2EFDB	4.89458093226833e-15	0.516016953923609	1.00970778340634e-14	women	6.87316383421252	other and unspecified disorders of eustachian tube
H70	Ear and mastoid process	1597	1165	3096908	2960950	#D2EFDB	1.74437847905279e-12	0.270631511652792	3.44066632334472e-12	women	7.92371033396924	mastoiditis and related conditions
H80	Ear and mastoid process	2179	913	3096908	2960950	#D2EFDB	4.44201006357394e-106	0.82532726637724	1.46270373223125e-105	women	8.03657340970731	otosclerosis
H81	Ear and mastoid process	195249	98767	3096908	2960950	#D2EFDB	0	0.667807127733587	0	women	12.5913894666087	disorders of vestibular function
H82	Ear and mastoid process	840	377	3096908	2960950	#D2EFDB	1.24070700874577e-36	0.756357900700958	3.08998865785734e-36	women	7.10414409298753	vertiginous syndromes in diseases classified elsewhere
H92	Ear and mastoid process	130741	85901	3096908	2960950	#D2EFDB	0	0.388816800082461	0	women	12.2860015005689	otalgia and effusion of ear
H95	Ear and mastoid process	49	72	3096908	2960950	#D2EFDB	0.022662338209386	-0.429741571149773	0.0317353383821829	men	4.79579054559674	intraop and postproc comp and disorders of ear/mastd, nec
I00	Circulatory system	186	105	3096908	2960950	#A1CE5E	1.29734870975096e-05	0.526911753865327	2.16545797364582e-05	women	5.67332326717149	rheumatic fever without heart involvement
I01	Circulatory system	501	843	3096908	2960950	#A1CE5E	2.25144580754365e-24	-0.565370216125347	5.19615205436027e-24	men	7.2034055210831	rheumatic fever with heart involvement
I05	Circulatory system	6435	3308	3096908	2960950	#A1CE5E	7.02551098155974e-195	0.621471099616252	2.82817245140026e-194	women	9.18430435742534	rheumatic mitral valve diseases
I07	Circulatory system	708	373	3096908	2960950	#A1CE5E	1.61539393859933e-21	0.596069154017989	3.61682796494359e-21	women	6.98564181763921	rheumatic tricuspid valve diseases
I08	Circulatory system	477	262	3096908	2960950	#A1CE5E	2.30905542741437e-13	0.554338326036028	4.64170273659032e-13	women	6.6052979209482	multiple valve diseases
I12	Circulatory system	854	1090	3096908	2960950	#A1CE5E	2.29101406010589e-10	-0.288984111435932	4.30316960692921e-10	men	7.57250298502038	hypertensive chronic kidney disease
I20	Circulatory system	16600	24956	3096908	2960950	#A1CE5E	0	-0.455687741231766	0	men	10.6347971941904	angina pectoris
I21	Circulatory system	14056	37541	3096908	2960950	#A1CE5E	0	-1.03548890843735	0	men	10.8512188102446	acute myocardial infarction
I22	Circulatory system	53	116	3096908	2960950	#A1CE5E	2.7232943816847e-07	-0.828218144685506	4.77866817923268e-07	men	5.12989871492307	subsequent stemi & nstemi mocard infrc
I23	Circulatory system	92	151	3096908	2960950	#A1CE5E	3.69228589678952e-05	-0.54039897817084	6.04751092772811e-05	men	5.49306144334055	certain crnt comp fol stemi & nstemi mocard infrc <= 28 day
I24	Circulatory system	184	309	3096908	2960950	#A1CE5E	9.37647456504521e-10	-0.563336873568716	1.73019589277622e-09	men	6.20050917404269	other acute ischemic heart diseases
I25	Circulatory system	25088	52906	3096908	2960950	#A1CE5E	0	-0.800921156272236	0	men	11.2643871796361	chronic ischemic heart disease
I27	Circulatory system	9267	6309	3096908	2960950	#A1CE5E	6.24074030059684e-98	0.340448681041031	1.98442934002817e-97	women	9.65348654705203	other pulmonary heart diseases
I30	Circulatory system	2876	7099	3096908	2960950	#A1CE5E	0	-0.949936934116143	0	men	9.20783724175806	acute pericarditis
I33	Circulatory system	135	279	3096908	2960950	#A1CE5E	4.05528600077341e-14	-0.770875544073992	8.24679607909218e-14	men	6.02586597382531	acute and subacute endocarditis
I34	Circulatory system	30980	20207	3096908	2960950	#A1CE5E	0	0.385620362352398	0	women	10.8432408725379	nonrheumatic mitral valve disorders
I36	Circulatory system	9156	5110	3096908	2960950	#A1CE5E	1.58839507439686e-217	0.539544308762171	6.59665922717852e-217	women	9.56563436283798	nonrheumatic tricuspid valve disorders
I40	Circulatory system	72	311	3096908	2960950	#A1CE5E	4.61785736820775e-39	-1.50803442515782	1.16296119960944e-38	men	5.94803498918065	acute myocarditis
I42	Circulatory system	8877	15446	3096908	2960950	#A1CE5E	0	-0.601132386754624	0	men	10.0991776837356	cardiomyopathy
I43	Circulatory system	249	515	3096908	2960950	#A1CE5E	5.51310872526414e-25	-0.771695453583791	1.27988689285631e-24	men	6.63856778916652	cardiomyopathy in diseases classified elsewhere
I44	Circulatory system	39477	51689	3096908	2960950	#A1CE5E	0	-0.319197563680164	0	men	11.4204372995351	atrioventricular and left bundle-branch block
I45	Circulatory system	40568	67950	3096908	2960950	#A1CE5E	0	-0.570708138693737	0	men	11.5946713368205	other conduction disorders
I46	Circulatory system	889	1379	3096908	2960950	#A1CE5E	5.44960179647409e-30	-0.484082055157692	1.30359775496204e-29	men	7.72665366484764	cardiac arrest
I47	Circulatory system	14082	9804	3096908	2960950	#A1CE5E	7.08918013085856e-131	0.318450458585545	2.5018765753299e-130	women	10.0810477922284	paroxysmal tachycardia
I61	Circulatory system	3371	4206	3096908	2960950	#A1CE5E	6.53489294614603e-31	-0.266525488600993	1.57759532166163e-30	men	8.93287262193137	nontraumatic intracerebral hemorrhage
I62	Circulatory system	426	626	3096908	2960950	#A1CE5E	5.14192666318734e-12	-0.429872148092368	1.00165749602189e-11	men	6.95844839329766	other and unspecified nontraumatic intracranial hemorrhage
I65	Circulatory system	5582	9720	3096908	2960950	#A1CE5E	4.25646527017274e-291	-0.601008897892211	1.98215276190884e-290	men	9.6357388177918	occls and stenosis of precerb art, not rslt in cereb infrc
I70	Circulatory system	9543	13195	3096908	2960950	#A1CE5E	7.47829081833648e-169	-0.370298243796787	2.8920957611945e-168	men	10.0317928126891	atherosclerosis
I71	Circulatory system	2793	12749	3096908	2960950	#A1CE5E	0	-1.56658178868089	0	men	9.65130131576919	aortic aneurysm and dissection
I72	Circulatory system	1275	2032	3096908	2960950	#A1CE5E	1.21129873257871e-47	-0.511235568673579	3.22058142749811e-47	men	8.10379671298179	other aneurysm
I73	Circulatory system	31710	56460	3096908	2960950	#A1CE5E	0	-0.630746522748771	0	men	11.3870220480811	other peripheral vascular diseases
I74	Circulatory system	2412	3073	3096908	2960950	#A1CE5E	3.06749226078029e-26	-0.287347202270951	7.17419438108198e-26	men	8.60977237270933	arterial embolism and thrombosis
I78	Circulatory system	4487	2355	3096908	2960950	#A1CE5E	6.85284277570736e-129	0.600398637036383	2.39165732349521e-128	women	8.83083536553755	diseases of capillaries
I79	Circulatory system	1039	1977	3096908	2960950	#A1CE5E	5.6808773286175e-76	-0.688541208343987	1.71296952399309e-75	men	8.01168672912785	disord of art, arterioles and capilare in dis classd elswhr
I80	Circulatory system	42993	25580	3096908	2960950	#A1CE5E	0	0.479630307306572	0	women	11.1356541502328	phlebitis and thrombophlebitis
I81	Circulatory system	431	837	3096908	2960950	#A1CE5E	1.09481677584789e-34	-0.70874673776379	2.70949937922103e-34	men	7.14519613499717	portal vein thrombosis
